ProductID,Current_Hotness,Peak_Hotness,Avg_Hotness,Current_Trend,Current_Views,Peak_CheckIn_Views,Latest_Snapshot,ProductName,Active_View_Intervals,Modification_Count,Last_Modified_At,Peak_CheckIn_Date,Demand_Score,Destination,HotelType Short,Region,Agoda Status,Ctrip Status,Revenue,B2B2C RN,Destination_Search_Context,Funnel_Views,Funnel_Bookings,Internal_Worst_Gap,Internal_Median_Gap,Internal_Comparable_Rates,Internal_Total_Rates,Agoda_Price_Disadvantage,Agoda_Comparable_Dates,Views_per_Search,Search_to_Booking,Revenue Score,RN Score,Agoda Score,Ctrip Score,Mapping Score,Business Score,Opportunity Index,Commercial Rank,Priority,Action,Reason
4922699,0.33743967761566684,0.344947331445004,0.33743967761566684,0.5084813961252581,461.0,27.0,2026-08-18 13:22:18,Inbhirom Resort,200,0,,2026-08-23,33.72,Phayao,KA,North,Not Mapped,Not Mapped,141074.0,0.0,287.0,461.0,0.0,,,0.0,2.0,,0,1.6062717770034842,0.0,2.18,0.0,0,0,0.0,7.83,29.12,39,Critical,Map Hotel to Agoda,"Demand exists, but hotel-level mapping is missing on Agoda."
5102498,0.4273851662427418,0.4445370848920033,0.4273851662427418,0.5148380322889312,2555.0,360.0,2026-08-18 17:34:59,Lucky Residence Phuket,120,14,2026-08-18 16:06:39,2026-08-26,34.79,Phuket,LT,Upper South,Unknown,Unknown,0.0,0.0,2151.5,2555.0,0.0,,,0.0,2.0,,0,1.187543574250523,0.0,0.0,0.0,0,0,0.0,6.96,29.06,40,Critical,Investigate Booking Conversion,"Demand exists, but no booking is matched to the current check-in demand."
183431,0.4359257835356568,0.5107881341821658,0.4359257835356568,0.5103850928856205,33297.0,2882.0,2026-08-18 23:48:42,Easy Planet Pattaya,236,12,2026-08-18 19:20:48,2026-08-27,59.19,Pattaya,LT,BKK - Metro - Chon,Mapped,Mapped,43206.0,11.0,2659.5,33297.0,0.0,-0.2620175167953806,-0.24228297813434418,6.0,36.0,,0,12.520022560631698,0.0,0.67,0.37,100,100,100.0,12.28,29.0,41,Critical,Fix Internal Rate Parity,Our rate is more expensive than a comparable partner rate.
522,0.45478183708677317,0.536933850964349,0.45478183708677317,0.5120160565755126,7063.0,1103.0,2026-08-18 20:17:46,Club Mahindra Mac Boutique Hotel,141,18,2026-08-18 18:36:06,2026-08-18,39.57,Bangkok,LT,BKK - Metro - Chon,Not Live,Unknown,0.0,0.0,3643.5,7063.0,0.0,0.0761157421868033,0.07833300957209866,2.0,9.0,,0,1.9385206532180597,0.0,0.0,0.0,40,0,20.0,7.91,28.95,42,Critical,Activate Agoda,"Agoda connectivity exists, but the hotel is not live."
1648,0.4068530509692086,0.4540737764756079,0.4068530509692086,0.5100976979947704,3502.0,261.0,2026-08-18 23:48:42,Tolani Resort Koh Kood,119,9,2026-08-18 22:48:21,2026-08-27,34.4,Koh Chang & Koh Kood,LT,Upper Isan - East,Unknown,Unknown,0.0,0.0,920.0,3502.0,0.0,-0.7860389165122488,-0.7837803589426465,2.0,40.0,,0,3.8065217391304347,0.0,0.0,0.0,0,0,0.0,6.88,28.86,43,Critical,Fix Internal Rate Parity,Our rate is more expensive than a comparable partner rate.
380,0.4068035312406046,0.41244076841730337,0.4068035312406046,0.5082150757266987,268.0,117.0,2026-08-18 18:20:34,Forum Park Hotel,28,5,2026-08-18 18:20:34,2026-08-29,27.97,Bangkok,KA,BKK - Metro - Chon,Mapped,Mapped,3047332.0,161.0,3599.5,268.0,0.0,,,0.0,8.0,,0,0.07445478538685929,0.0,47.06,5.42,100,100,100.0,30.75,28.85,44,Critical,Investigate Booking Conversion,"Demand exists, but no booking is matched to the current check-in demand."
4918075,0.36330508608078566,0.4120212801258608,0.36330508608078566,0.528688277305793,71.0,27.0,2026-08-18 22:48:21,K2 Green Kanchanaburi,49,4,2026-08-18 17:07:13,2026-08-19,27.54,Kanchanaburi,KA,Lower South - West,Mapped,Mapped,2168715.0,816.0,1326.5,71.0,0.0,0.1588633120033169,0.1909364137095194,5.0,5.0,0.0243,2,0.05352431209950999,0.0,33.49,27.48,100,100,100.0,30.5,28.8,45,Critical,Review Agoda Rate Competitiveness,Agoda reports a price disadvantage; 0% is cheapest.
5049469,0.3169894501846192,0.3334414085274298,0.3169894501846192,0.5068237751227727,44.0,15.0,2026-08-18 17:49:59,Baan Pak Ruean Pathom2,44,0,,2026-08-22,24.99,Nakhon Pathom,KA,BKK - Metro - Chon,Not Mapped,Unknown,916133.0,22.0,1102.0,44.0,0.0,,,0.0,4.0,,0,0.039927404718693285,0.0,14.15,0.74,0,0,0.0,12.3,28.71,46,Critical,Map Hotel to Agoda,"Demand exists, but hotel-level mapping is missing on Agoda."
4862770,0.35656224592423164,0.4405844969365977,0.35656224592423164,0.5156769251919585,1819.0,726.0,2026-08-18 23:48:42,Casa Coco Hotel,191,13,2026-08-18 23:03:17,2026-08-19,35.01,Nakhonratchasima,KA,Lower Isan - Central,Mapped,Mapped,2340372.0,62.0,2069.5,1819.0,0.0,0.049830770551214,0.0879128256976345,5.0,24.0,,0,0.8789562696303455,0.0,36.15,2.09,100,100,100.0,25.7,28.51,47,Critical,Investigate Booking Conversion,"Demand exists, but no booking is matched to the current check-in demand."
2002133,0.37732894154681346,0.41168728535559773,0.37732894154681346,0.5134268278619453,371.0,166.0,2026-08-18 21:31:44,Preechana Hotel,53,9,2026-08-18 21:31:44,2026-08-20,28.18,Rayong,KA,Upper Isan - East,Not Mapped,Not Mapped,494509.0,26.0,2408.0,371.0,0.0,,,0.0,10.0,,0,0.15406976744186046,0.0,7.64,0.88,0,0,0.0,9.72,28.45,48,Critical,Map Hotel to Agoda,"Demand exists, but hotel-level mapping is missing on Agoda."
