ProductID,ProductName,CheckInDate,booking_count
2056,Krungsri River Hotel,"Jul 25, 2026, 12:00:00 AM",1
183414,Clover Hotel Hatyai,"Dec 29, 2026, 12:00:00 AM",1
2000181,Tamsabai Hotel,"Jul 6, 2026, 12:00:00 AM",1
675,Cross Vibe Chiang Mai Decem Hotel,"Aug 4, 2026, 12:00:00 AM",1
4977985,The Square Hotel Nakhon Phanom,"Jul 25, 2026, 12:00:00 AM",1
2006010,The Xtreme Suites Hotel,"Jul 15, 2026, 12:00:00 AM",1
5102449,Wish Resident Ubonratchathani,"Jul 6, 2026, 12:00:00 AM",1
5096962,Holiday Cottage Chiang Mai Old Town,"Jul 30, 2026, 12:00:00 AM",1
183429,Winhouse Nan,"Oct 31, 2026, 12:00:00 AM",3
63314,At Muangploy Resort,"Aug 13, 2026, 12:00:00 AM",1
1762,The Park Hotel Phitsanulok,"Jul 20, 2026, 12:00:00 AM",1
63634,The Farm House Hotel,"Jul 27, 2026, 12:00:00 AM",3
43599,Brown House Hotel Udonthani,"Dec 17, 2026, 12:00:00 AM",1
182,Furama Silom Bangkok,"Aug 7, 2026, 12:00:00 AM",1
4884190,Dee Hotel Phayao,"Jul 13, 2026, 12:00:00 AM",2
305,Pinnacle Lumpinee Park Hotel,"Jul 24, 2026, 12:00:00 AM",1
263,NH Bangkok Sukhumvit Boulevard,"Dec 9, 2026, 12:00:00 AM",1
4921213,Chatrium Grand Bangkok,"Oct 25, 2026, 12:00:00 AM",1
5101761,Journeyhub Sukhumvit 26 Bangkok,"Aug 28, 2026, 12:00:00 AM",1
4884434,KOS Hotel Suvarnabhumi Airport,"Sep 18, 2026, 12:00:00 AM",1
5101041,GOOD Nakhonsawan,"Jul 24, 2026, 12:00:00 AM",3
25149,Fortune View Kong Nakhon Phanom,"Aug 8, 2026, 12:00:00 AM",1
5102355,The Akyra Bangkok 11,"Jul 20, 2026, 12:00:00 AM",1
5101906,Kokotel Rayong Beachfront,"Jul 29, 2026, 12:00:00 AM",2
1844,Sunee Grand Hotel,"Sep 19, 2026, 12:00:00 AM",1
207,Tonaor Place Bangkok,"Jul 18, 2026, 12:00:00 AM",1
5101640,Bear & Bird Hotel,"Jul 18, 2026, 12:00:00 AM",3
183058,Morakot Hotel Chumphon,"Jul 20, 2026, 12:00:00 AM",1
5102466,Fuji sang Hotel Nakhon Si Thammarat,"Jul 25, 2026, 12:00:00 AM",2
4920366,Travelodge Phuket Town,"Jul 3, 2026, 12:00:00 AM",1
63692,C.S. Pattani Hotel,"Jul 26, 2026, 12:00:00 AM",2
503,The Victory Executive Residences,"Aug 20, 2026, 12:00:00 AM",1
1655,Mida Resort Kanchanaburi,"Jul 28, 2026, 12:00:00 AM",3
2005749,Herry Residence,"Dec 3, 2026, 12:00:00 AM",1
183647,White House Hotel Tak,"Sep 18, 2026, 12:00:00 AM",1
4988854,PLAAI Plus Hotel Bowin,"Jul 30, 2026, 12:00:00 AM",1
4884544,Rangsit Residence,"Oct 31, 2026, 12:00:00 AM",3
63676,Loft Mania Boutique Hotel,"Jul 18, 2026, 12:00:00 AM",1
5101042,Sany Resort Dong Khui Phetchabun,"Jul 6, 2026, 12:00:00 AM",2
4581,Prajaktra City Hostel,"Jul 17, 2026, 12:00:00 AM",2
152380,Krit Place,"Oct 8, 2026, 12:00:00 AM",2
4920701,Glory Wabi Sabi Hotel,"Jul 27, 2026, 12:00:00 AM",1
2008893,The Pride Salaya,"Jul 27, 2026, 12:00:00 AM",1
4915645,Metro Ratchada 36,"Aug 22, 2026, 12:00:00 AM",2
4921064,PT Grand Hotel,"Jul 15, 2026, 12:00:00 AM",1
43634,Sawairiang Place Apartment,"Jul 3, 2026, 12:00:00 AM",2
5101761,Journeyhub Sukhumvit 26 Bangkok,"Jul 28, 2026, 12:00:00 AM",1
21308,Suntara Wellness Resort and Hotel,"Jul 20, 2026, 12:00:00 AM",1
63574,The Nest Hotel Phichit,"Jul 22, 2026, 12:00:00 AM",2
503,The Victory Executive Residences,"Aug 2, 2026, 12:00:00 AM",1
2002270,Leelawadee Resort Sukhothai,"Jul 25, 2026, 12:00:00 AM",1
181024,DMa Hotel Khon Kaen,"Jul 6, 2026, 12:00:00 AM",1
4920363,Hotel MOCO Udon Thani,"Jul 26, 2026, 12:00:00 AM",3
5102466,Fuji sang Hotel Nakhon Si Thammarat,"Jul 18, 2026, 12:00:00 AM",3
182820,S.22 Hotel Suratthani,"Jul 31, 2026, 12:00:00 AM",2
5102646,Crystal Hotel Yasothon,"Jul 19, 2026, 12:00:00 AM",1
118,La Petite Salil Sukhumvit 11,"Jul 11, 2026, 12:00:00 AM",1
5101043,The Way Hotel Ban Pong,"Jul 14, 2026, 12:00:00 AM",1
183459,Puranakhon Hotel,"Sep 24, 2026, 12:00:00 AM",2
4287424,La Viva Hotel Buriram,"Sep 24, 2026, 12:00:00 AM",1
4920701,Glory Wabi Sabi Hotel,"Jul 23, 2026, 12:00:00 AM",1
2000216,The Room Hotel Kamphaengphet,"Jul 28, 2026, 12:00:00 AM",2
2000299,Morage Hotel Phitsanulok,"Jul 26, 2026, 12:00:00 AM",1
4890153,JB Place Hotel Ban Phaeng,"Jul 25, 2026, 12:00:00 AM",3
2003448,Sailom Premium Resort Det Udom,"Jul 28, 2026, 12:00:00 AM",2
2012009,I Residence Hotel Pathumthani,"Aug 5, 2026, 12:00:00 AM",1
182835,Nadee 10 Resort & Hotel,"Aug 4, 2026, 12:00:00 AM",1
1371,Glacier Hotel Khon Kaen,"Jul 18, 2026, 12:00:00 AM",3
182866,Ban P'Tor Resort,"Jul 28, 2026, 12:00:00 AM",2
138000,Suan Magmai Resort,"Jul 28, 2026, 12:00:00 AM",2
182835,Nadee 10 Resort & Hotel,"Oct 2, 2026, 12:00:00 AM",3
4772,Seeharaj Hotel Uttaradit,"Jul 14, 2026, 12:00:00 AM",1
182944,Socool Grand Hotel Nang Rong Buriram,"Jul 6, 2026, 12:00:00 AM",1
63686,The ICon 304 - C Building,"Jul 2, 2026, 12:00:00 AM",1
4885132,Neo Hotel Khonkaen,"Jul 13, 2026, 12:00:00 AM",1
4918047,Baan Kiita,"Jul 18, 2026, 12:00:00 AM",2
2012396,Aliz Hotel,"Aug 7, 2026, 12:00:00 AM",1
4918110,101 Hotel Roi Et,"Aug 19, 2026, 12:00:00 AM",2
4942047,The 29 Place,"Jul 22, 2026, 12:00:00 AM",3
4795622,SJ Miracle hotel Hatyai,"Jul 4, 2026, 12:00:00 AM",3
4896886,Baan Thamthong Lamnarai Resort,"Jul 11, 2026, 12:00:00 AM",3
429,La Petite Salil Sukhumvit 8,"Aug 13, 2026, 12:00:00 AM",1
138068,Alisa Hotel Krabi,"Jul 6, 2026, 12:00:00 AM",1
137898,BR Grand Hotel Hatyai,"Jul 28, 2026, 12:00:00 AM",2
5102339,Enrich Grand Hotel,"Jul 24, 2026, 12:00:00 AM",1
43829,Easy Hotel 1 Lamphun,"Jul 11, 2026, 12:00:00 AM",2
5102064,Louis Residence Hotel,"Jul 24, 2026, 12:00:00 AM",1
4988854,PLAAI Plus Hotel Bowin,"Aug 4, 2026, 12:00:00 AM",2
65508,Louis Tavern Hotel,"Aug 25, 2026, 12:00:00 AM",1
137991,Praso At Ratchada 12,"Jul 19, 2026, 12:00:00 AM",1
183409,Thaimit Resort,"Sep 4, 2026, 12:00:00 AM",3
64942,Pueanjai Resort And Resturant,"Jul 9, 2026, 12:00:00 AM",1
4921194,The Neuf Ratchada,"Aug 23, 2026, 12:00:00 AM",1
4884787,Ananzitra Hotel,"Jul 14, 2026, 12:00:00 AM",3
21378,Hug Nimman Hotel Chiang Mai,"Dec 3, 2026, 12:00:00 AM",1
25131,R1 Nimman Hotel Chiangmai,"Jul 28, 2026, 12:00:00 AM",2
2007026,The Vista Hotel By Satit Group,"Aug 17, 2026, 12:00:00 AM",1
2001054,Jasmine Resort Sriracha,"Jul 25, 2026, 12:00:00 AM",1
145,Hua Chang Heritage Hotel Bangkok,"Dec 30, 2026, 12:00:00 AM",1
824,Sugar Marina Resort - ART - Karon Beach,"Oct 13, 2026, 12:00:00 AM",1
5101058,The Navy House Hotel,"Jul 10, 2026, 12:00:00 AM",2
63840,Le Park Hotel Thung Song,"Aug 5, 2026, 12:00:00 AM",1
21378,Hug Nimman Hotel Chiang Mai,"Sep 29, 2026, 12:00:00 AM",1
4922688,iCheck inn Darisa Ngamwongwan,"Jul 10, 2026, 12:00:00 AM",1
4848992,Xotel,"Aug 8, 2026, 12:00:00 AM",1
5021799,The Brillianest Gallery Hotel Hatyai,"Aug 20, 2026, 12:00:00 AM",1
183154,Easy Hotel 2 Lamphun,"Jul 27, 2026, 12:00:00 AM",2
864,R-Mar Resort And Spa,"Dec 26, 2026, 12:00:00 AM",1
1368,Kosa Hotel Khon Kaen,"Jul 2, 2026, 12:00:00 AM",1
4920686,Mayuu Ayutthaya Hotel,"Jul 10, 2026, 12:00:00 AM",2
4921096,Suntree Residence Sakon Nakhon,"Jul 25, 2026, 12:00:00 AM",1
182835,Nadee 10 Resort & Hotel,"Jul 24, 2026, 12:00:00 AM",3
25115,BaanKhun Chiangmai Hotel,"Jul 30, 2026, 12:00:00 AM",3
183055,Chantra Hotel Sakaeo,"Jul 24, 2026, 12:00:00 AM",1
5101906,Kokotel Rayong Beachfront,"Jul 11, 2026, 12:00:00 AM",3
4920332,Wicket White Villa,"Jul 9, 2026, 12:00:00 AM",2
183359,At Sleep Nakhon Pathom,"Jul 5, 2026, 12:00:00 AM",2
4854509,Heaven Hotel Chachoengsao,"Jul 23, 2026, 12:00:00 AM",2
4920352,S3 Hua Hin Hotel,"Jul 20, 2026, 12:00:00 AM",1
4543116,Araya Hotel Uttaradit,"Jul 17, 2026, 12:00:00 AM",1
4204497,Aen Guy Boutique Hotel,"Jul 9, 2026, 12:00:00 AM",1
4920622,Laguna Grand Hotel & Spa Songkhla,"Jul 4, 2026, 12:00:00 AM",3
4922703,GO Hotel Si Racha at Central Si Racha,"Jul 17, 2026, 12:00:00 AM",3
4921194,The Neuf Ratchada,"Aug 9, 2026, 12:00:00 AM",2
5101980,P&B Hotel Nakhon Phanom,"Jul 27, 2026, 12:00:00 AM",1
4922687,We Resident Hotel,"Jul 25, 2026, 12:00:00 AM",1
232,FX Hotel Metrolink Makkasan,"Sep 26, 2026, 12:00:00 AM",2
4887269,Home At 9,"Nov 27, 2026, 12:00:00 AM",1
4738,Mayflower Grande Hotel Nimman,"Nov 20, 2026, 12:00:00 AM",1
4920363,Hotel MOCO Udon Thani,"Aug 14, 2026, 12:00:00 AM",1
4730,Xen Hotel Nakhon Pathom,"Jul 14, 2026, 12:00:00 AM",1
183163,Donchan Grand Hotel,"Nov 20, 2026, 12:00:00 AM",1
2000044,Maihom Resort Hotel Daowadung,"Jul 17, 2026, 12:00:00 AM",1
5101716,Coco Beach Hotel Jomtien,"Aug 6, 2026, 12:00:00 AM",1
4921090,AT Apartment,"Aug 30, 2026, 12:00:00 AM",2
387,Riverside Bangkok Hotel,"Aug 1, 2026, 12:00:00 AM",1
2000277,Bang Wua Garden Resort,"Jul 24, 2026, 12:00:00 AM",2
43668,Elite Residence Phitsanulok,"Jul 30, 2026, 12:00:00 AM",1
152939,Lake Terrace Resort,"Jul 24, 2026, 12:00:00 AM",1
4606472,Three Bays Resort,"Jul 26, 2026, 12:00:00 AM",1
5101640,Bear & Bird Hotel,"Dec 12, 2026, 12:00:00 AM",1
4887250,The Garden Resort Lopburi,"Jul 8, 2026, 12:00:00 AM",2
4948550,JIA HAUS Hotel Apartment,"Sep 25, 2026, 12:00:00 AM",1
1514,Windmill Resort Hotel,"Jul 22, 2026, 12:00:00 AM",3
522,Club Mahindra Mac Boutique Hotel,"Jul 29, 2026, 12:00:00 AM",3
152936,The Terminal Khon Kaen Hotel,"Jul 9, 2026, 12:00:00 AM",1
63571,Serene Residence,"Aug 8, 2026, 12:00:00 AM",1
25158,The Proud Exclusive Hotel,"Aug 9, 2026, 12:00:00 AM",1
5102355,The Akyra Bangkok 11,"Jul 30, 2026, 12:00:00 AM",1
43948,VILLA'S DAY Phitsanulok,"Jul 11, 2026, 12:00:00 AM",2
4945,Napatra Hotel Chiangmai,"Oct 14, 2026, 12:00:00 AM",1
4920753,Mintara Phetburi,"Jul 25, 2026, 12:00:00 AM",1
5101058,The Navy House Hotel,"Jul 26, 2026, 12:00:00 AM",3
2010883,Neca Reiche Hotel,"Aug 20, 2026, 12:00:00 AM",1
43886,Prachuap Beach Hotel,"Aug 19, 2026, 12:00:00 AM",1
43917,Win D Hotel,"Jul 4, 2026, 12:00:00 AM",3
4884439,Paradox Bangkok Sukhumvit,"Aug 14, 2026, 12:00:00 AM",1
941,Chanalai Garden Resort,"Sep 22, 2026, 12:00:00 AM",1
4920974,Pillow Inn Chachoengsao,"Jul 20, 2026, 12:00:00 AM",1
4804986,M Grand Hotel Roi Et,"Jul 10, 2026, 12:00:00 AM",1
22714,BP Samila Beach Hotel And Resort,"Aug 14, 2026, 12:00:00 AM",1
503,The Victory Executive Residences,"Aug 6, 2026, 12:00:00 AM",1
4920383,M Place Phan,"Jul 5, 2026, 12:00:00 AM",1
4862544,Mest Hotel,"Jul 11, 2026, 12:00:00 AM",2
232,FX Hotel Metrolink Makkasan,"Dec 6, 2026, 12:00:00 AM",3
712,Kiang Haad Beach Hua Hin,"Jul 25, 2026, 12:00:00 AM",1
5101058,The Navy House Hotel,"Aug 15, 2026, 12:00:00 AM",3
183609,The Square Rayong,"Jul 14, 2026, 12:00:00 AM",1
2002124,Central Place Hotel Rayong,"Jul 18, 2026, 12:00:00 AM",1
232,FX Hotel Metrolink Makkasan,"Aug 16, 2026, 12:00:00 AM",1
746,ibis Huahin,"Aug 6, 2026, 12:00:00 AM",1
4920701,Glory Wabi Sabi Hotel,"Aug 22, 2026, 12:00:00 AM",1
4862544,Mest Hotel,"Jul 17, 2026, 12:00:00 AM",2
4738,Mayflower Grande Hotel Nimman,"Dec 4, 2026, 12:00:00 AM",1
181635,Blue Rabbit Hotel Chanthaburi,"Jul 28, 2026, 12:00:00 AM",2
4077779,Chai Siri Park View Khon Kaen,"Jul 17, 2026, 12:00:00 AM",2
2004219,Hisoplace Hotel,"Jul 19, 2026, 12:00:00 AM",1
4920619,VST Punnawithi,"Jul 24, 2026, 12:00:00 AM",1
5101537,Kokotel Pattaya North Beach,"Jul 28, 2026, 12:00:00 AM",3
2009950,Suntria Hotel Pattaya,"Nov 21, 2026, 12:00:00 AM",3
4848992,Xotel,"Sep 1, 2026, 12:00:00 AM",1
4596,Fortune River View Hotel Nakhon Phanom,"Jul 18, 2026, 12:00:00 AM",2
4884419,Bliq Hotel Chanthaburi,"Jul 5, 2026, 12:00:00 AM",1
4640,Aramis Hotel Nakhon Sawan,"Jul 13, 2026, 12:00:00 AM",1
1368,Kosa Hotel Khon Kaen,"Jul 13, 2026, 12:00:00 AM",1
4578,A-Te Chumphon Hotel,"Jul 21, 2026, 12:00:00 AM",1
263,NH Bangkok Sukhumvit Boulevard,"Nov 14, 2026, 12:00:00 AM",1
137620,Kumkaewudon Hotel,"Jul 17, 2026, 12:00:00 AM",3
4921057,"Le Cannes, A Recall Luxe Hotel","Jul 25, 2026, 12:00:00 AM",1
21378,Hug Nimman Hotel Chiang Mai,"Nov 25, 2026, 12:00:00 AM",1
65581,Anna Nava Pakkret Hotel,"Sep 26, 2026, 12:00:00 AM",2
4921213,Chatrium Grand Bangkok,"Nov 2, 2026, 12:00:00 AM",1
181581,Namthong Nan Hotel,"Jul 27, 2026, 12:00:00 AM",3
4921072,The Bedrooms Boutique Hotel Bangkok,"Dec 12, 2026, 12:00:00 AM",1
65621,The Rice Hotel Roi Et,"Aug 15, 2026, 12:00:00 AM",3
4884544,Rangsit Residence,"Oct 7, 2026, 12:00:00 AM",1
4884439,Paradox Bangkok Sukhumvit,"Jul 7, 2026, 12:00:00 AM",1
4205678,Le Siri Hotel,"Sep 4, 2026, 12:00:00 AM",1
4857758,The Cape Boutique Hotel,"Jul 3, 2026, 12:00:00 AM",3
2010048,At Pingnakorn Riverside Hotel,"Jul 22, 2026, 12:00:00 AM",1
1370,AVANI Khon Kaen Hotel & Convention Centre,"Jul 17, 2026, 12:00:00 AM",2
63697,JK Living Hotel and Service Apartment,"Jul 19, 2026, 12:00:00 AM",3
2010773,Wellness Residence Chiang Mai,"Aug 12, 2026, 12:00:00 AM",1
25158,The Proud Exclusive Hotel,"Jul 18, 2026, 12:00:00 AM",3
63676,Loft Mania Boutique Hotel,"Jul 10, 2026, 12:00:00 AM",2
4884349,Livist Resort Phetchabun,"Jul 22, 2026, 12:00:00 AM",3
63449,FIG Boutique Hotel,"Jul 30, 2026, 12:00:00 AM",1
43827,Buri Sriphu Hotel,"Jul 17, 2026, 12:00:00 AM",2
174257,The Charm Boutique Resort,"Aug 17, 2026, 12:00:00 AM",1
183459,Puranakhon Hotel,"Aug 25, 2026, 12:00:00 AM",1
4918063,Thongchen Residence,"Jul 26, 2026, 12:00:00 AM",2
22229,Poonsook Resident Hotel Phitsanulok,"Jul 25, 2026, 12:00:00 AM",3
4857587,O2 Hotel Sakonnakhon,"Aug 14, 2026, 12:00:00 AM",1
25158,The Proud Exclusive Hotel,"Jul 3, 2026, 12:00:00 AM",3
63682,Chiangkham Grand Villa,"Oct 23, 2026, 12:00:00 AM",1
496,TUI BLUE Maduzi Hotel Bangkok,"Oct 27, 2026, 12:00:00 AM",1
5102073,Chill Hotel Khaoyai,"Jul 26, 2026, 12:00:00 AM",3
4578,A-Te Chumphon Hotel,"Jan 29, 2027, 12:00:00 AM",1
4920686,Mayuu Ayutthaya Hotel,"Jul 20, 2026, 12:00:00 AM",2
2000146,The Zleep Hotel Chonburi,"Jul 24, 2026, 12:00:00 AM",1
4920686,Mayuu Ayutthaya Hotel,"Jul 19, 2026, 12:00:00 AM",3
43577,Nim See Seng Hotel,"Nov 22, 2026, 12:00:00 AM",1
65457,Centric Place Hotel,"Jul 21, 2026, 12:00:00 AM",1
182820,S.22 Hotel Suratthani,"Jul 28, 2026, 12:00:00 AM",2
63697,JK Living Hotel and Service Apartment,"Jul 4, 2026, 12:00:00 AM",3
1000,Sugar Marina Resort Fashion Kata Beach,"Jul 20, 2026, 12:00:00 AM",1
4543072,PP Inn,"Jul 17, 2026, 12:00:00 AM",3
4932294,The Grace Kokudom Mansion,"Jul 7, 2026, 12:00:00 AM",1
183609,The Square Rayong,"Jul 29, 2026, 12:00:00 AM",1
63626,Baan Phor Phan Hotel,"Aug 1, 2026, 12:00:00 AM",2
1875,First Residence Samui,"Jul 21, 2026, 12:00:00 AM",1
4921213,Chatrium Grand Bangkok,"Sep 24, 2026, 12:00:00 AM",1
2000181,Tamsabai Hotel,"Jul 31, 2026, 12:00:00 AM",3
23753,The Grand Wipanan Residence,"Aug 1, 2026, 12:00:00 AM",1
183156,Grand Fortune Hotel Nakhon Si Thammarat,"Jul 22, 2026, 12:00:00 AM",1
4920366,Travelodge Phuket Town,"Jul 16, 2026, 12:00:00 AM",1
429,La Petite Salil Sukhumvit 8,"Aug 11, 2026, 12:00:00 AM",1
5101678,Ta Phai Country House Resort & Restaurants,"Jul 26, 2026, 12:00:00 AM",2
1370,AVANI Khon Kaen Hotel & Convention Centre,"Aug 13, 2026, 12:00:00 AM",3
5102355,The Akyra Bangkok 11,"Jul 17, 2026, 12:00:00 AM",2
2010838,All Day Hostel @ BTS Bang Chak,"Jul 24, 2026, 12:00:00 AM",1
2012783,Manonta Budget Hotel,"Jul 25, 2026, 12:00:00 AM",1
183154,Easy Hotel 2 Lamphun,"Jul 10, 2026, 12:00:00 AM",2
182835,Nadee 10 Resort & Hotel,"Aug 17, 2026, 12:00:00 AM",2
63414,The Crystal Hotel Buriram,"Dec 10, 2026, 12:00:00 AM",1
183161,W Sotel Songkhla,"Sep 5, 2026, 12:00:00 AM",3
138045,Banjan Stay,"Jul 25, 2026, 12:00:00 AM",2
21378,Hug Nimman Hotel Chiang Mai,"Jul 20, 2026, 12:00:00 AM",1
5102038,DAY & NIGHT HOTEL,"Jul 24, 2026, 12:00:00 AM",1
5102569,K Golf Hotel Chonburi,"Jul 3, 2026, 12:00:00 AM",1
183404,O2 Hotel Lopburi,"Jul 16, 2026, 12:00:00 AM",1
63840,Le Park Hotel Thung Song,"Jul 22, 2026, 12:00:00 AM",1
4922478,Wassana Mansion,"Jul 25, 2026, 12:00:00 AM",3
181632,The Museum Hotel Nakhon Pathom,"Jul 13, 2026, 12:00:00 AM",2
2000041,Rattanachol Hotel,"Jul 29, 2026, 12:00:00 AM",1
1559,Mood Hotel Pattaya,"Nov 7, 2026, 12:00:00 AM",1
63889,Krabi Seabass Hotel,"Jan 11, 2027, 12:00:00 AM",1
182903,Chueaprom Mansion Nakhonsithammarat,"Jul 25, 2026, 12:00:00 AM",2
2005749,Herry Residence,"Aug 6, 2026, 12:00:00 AM",1
21697,Dhevaraj Hotel,"Aug 7, 2026, 12:00:00 AM",2
4804986,M Grand Hotel Roi Et,"Jul 4, 2026, 12:00:00 AM",1
183003,Skyview Hotel & Resort Buriram,"Sep 24, 2026, 12:00:00 AM",1
183069,Holiday Inn Express Bangkok Soi Soonvijai,"Oct 6, 2026, 12:00:00 AM",1
317,Avana Hotel and Convention Center,"Jul 22, 2026, 12:00:00 AM",2
4857758,The Cape Boutique Hotel,"Jul 20, 2026, 12:00:00 AM",1
4920954,Newman Hotel Donmuaeng,"Jul 10, 2026, 12:00:00 AM",2
4851257,Hotel Kuretakeso Thailand Sriracha,"Jul 4, 2026, 12:00:00 AM",3
4606514,Baan Chaytung Resort,"Jul 4, 2026, 12:00:00 AM",2
4921213,Chatrium Grand Bangkok,"Sep 12, 2026, 12:00:00 AM",1
2006319,Rain Tree Khao Yai Hotel,"Aug 13, 2026, 12:00:00 AM",1
65662,Pen Ta Hug,"Jul 24, 2026, 12:00:00 AM",1
4977985,The Square Hotel Nakhon Phanom,"Jul 16, 2026, 12:00:00 AM",1
138072,J Park Hotel,"Jul 25, 2026, 12:00:00 AM",2
2091,Crystal Hotel Hat Yai,"Sep 26, 2026, 12:00:00 AM",2
5101068,D Hut Resort Chiangmai,"Jul 19, 2026, 12:00:00 AM",1
2011249,Chada@Nakhon,"Jul 25, 2026, 12:00:00 AM",3
5101095,Maison Hotel Bangkok,"Dec 11, 2026, 12:00:00 AM",1
183309,Moai Coffee Udonthani,"Oct 24, 2026, 12:00:00 AM",1
63458,P.A. Ville Hotel Nakhon Sawan,"Jul 21, 2026, 12:00:00 AM",2
941,Chanalai Garden Resort,"Jul 17, 2026, 12:00:00 AM",1
317,Avana Hotel and Convention Center,"Aug 8, 2026, 12:00:00 AM",2
2091,Crystal Hotel Hat Yai,"Sep 25, 2026, 12:00:00 AM",1
63463,River Hotel Nakhon Pathom,"Jul 11, 2026, 12:00:00 AM",2
4920651,Tripper Hotel Ubon,"Jul 21, 2026, 12:00:00 AM",1
4921227,The Pillows Boutique Hotel,"Aug 21, 2026, 12:00:00 AM",2
4920651,Tripper Hotel Ubon,"Jul 7, 2026, 12:00:00 AM",1
182820,S.22 Hotel Suratthani,"Jul 26, 2026, 12:00:00 AM",2
4942047,The 29 Place,"Jul 17, 2026, 12:00:00 AM",3
63676,Loft Mania Boutique Hotel,"Jul 3, 2026, 12:00:00 AM",2
5101177,Indigo Hotel Hatyai,"Aug 19, 2026, 12:00:00 AM",1
5101058,The Navy House Hotel,"Jul 29, 2026, 12:00:00 AM",2
675,Cross Vibe Chiang Mai Decem Hotel,"Jul 13, 2026, 12:00:00 AM",1
5102560,Sugar Marina Hotel -POP- Kata Beach,"Aug 10, 2026, 12:00:00 AM",1
4918110,101 Hotel Roi Et,"Jul 6, 2026, 12:00:00 AM",1
4528906,Blue Lagoon Hotel,"Nov 21, 2026, 12:00:00 AM",2
5031959,Aramis Hotel Kamphaengphet,"Jul 28, 2026, 12:00:00 AM",3
21939,Arawana Regency Ratchada,"Jul 17, 2026, 12:00:00 AM",1
5015793,Sun Moon Hotel,"Jul 18, 2026, 12:00:00 AM",3
2000908,Na That Panom Place Hotel,"Jul 27, 2026, 12:00:00 AM",2
4606456,S.P. Garden Mansion,"Jul 3, 2026, 12:00:00 AM",2
2091,Crystal Hotel Hat Yai,"Aug 20, 2026, 12:00:00 AM",1
2011259,S Bangkok Navamin,"Dec 4, 2026, 12:00:00 AM",1
4920890,The Finn Hotel,"Jul 25, 2026, 12:00:00 AM",1
43890,New Season Square Hotel,"Jul 10, 2026, 12:00:00 AM",1
317,Avana Hotel and Convention Center,"Sep 13, 2026, 12:00:00 AM",1
4884439,Paradox Bangkok Sukhumvit,"Aug 2, 2026, 12:00:00 AM",1
2010773,Wellness Residence Chiang Mai,"Jul 4, 2026, 12:00:00 AM",2
4933763,FX Hotel Nana,"Jul 6, 2026, 12:00:00 AM",1
611,Imm Thaphae Chiang Mai Hotel,"Jul 12, 2026, 12:00:00 AM",2
4536036,T2 Ao Nang Krabi,"Jul 16, 2026, 12:00:00 AM",1
5102038,DAY & NIGHT HOTEL,"Aug 9, 2026, 12:00:00 AM",1
4921213,Chatrium Grand Bangkok,"Dec 28, 2026, 12:00:00 AM",1
25149,Fortune View Kong Nakhon Phanom,"Jul 25, 2026, 12:00:00 AM",3
4596,Fortune River View Hotel Nakhon Phanom,"Oct 10, 2026, 12:00:00 AM",1
4737,Sakaeo Garden Hotel,"Jul 20, 2026, 12:00:00 AM",1
63672,Madina Hotel Rayong,"Oct 2, 2026, 12:00:00 AM",1
4921038,314 Art Hotel Nakhonsawan,"Jul 21, 2026, 12:00:00 AM",3
2012783,Manonta Budget Hotel,"Aug 16, 2026, 12:00:00 AM",1
63649,Lee Hotel Suratthani,"Jul 20, 2026, 12:00:00 AM",1
345,Gold Orchid Bangkok,"Aug 11, 2026, 12:00:00 AM",1
2012150,The C hotel Amnatcharoen,"Jul 28, 2026, 12:00:00 AM",2
2006010,The Xtreme Suites Hotel,"Jul 4, 2026, 12:00:00 AM",3
5101861,Chapter Hotel Hatyai,"Jul 11, 2026, 12:00:00 AM",3
4920686,Mayuu Ayutthaya Hotel,"Jul 30, 2026, 12:00:00 AM",3
4884349,Livist Resort Phetchabun,"Jul 17, 2026, 12:00:00 AM",1
4920686,Mayuu Ayutthaya Hotel,"Aug 19, 2026, 12:00:00 AM",2
4935981,BB House & Resort Khon Kaen,"Jul 3, 2026, 12:00:00 AM",3
2000181,Tamsabai Hotel,"Jul 21, 2026, 12:00:00 AM",1
4918063,Thongchen Residence,"Jul 24, 2026, 12:00:00 AM",2
712,Kiang Haad Beach Hua Hin,"Jul 15, 2026, 12:00:00 AM",1
63422,Plychan Hotel,"Aug 31, 2026, 12:00:00 AM",1
4884784,VELA Dhi Udon Thani,"Jul 10, 2026, 12:00:00 AM",2
137939,Tewson Resort Krabi,"Jul 23, 2026, 12:00:00 AM",1
461,Furamaxclusive Asoke Bangkok,"Oct 1, 2026, 12:00:00 AM",1
5102560,Sugar Marina Hotel -POP- Kata Beach,"Nov 30, 2026, 12:00:00 AM",1
43886,Prachuap Beach Hotel,"Aug 16, 2026, 12:00:00 AM",1
2012009,I Residence Hotel Pathumthani,"Oct 30, 2026, 12:00:00 AM",1
5102355,The Akyra Bangkok 11,"Aug 27, 2026, 12:00:00 AM",1
21395,Laplaya Boutique Resort,"Jul 23, 2026, 12:00:00 AM",2
63739,Tonwa Resort,"Aug 13, 2026, 12:00:00 AM",1
4922724,GO Hotel Chonburi at Central Chonburi,"Aug 28, 2026, 12:00:00 AM",1
5102659,SP Garden Home,"Jul 24, 2026, 12:00:00 AM",1
4606562,Holiday Inn and Suites Siracha Laemchabang,"Jul 7, 2026, 12:00:00 AM",1
